V,J,w,dprime,P,th,R,Ptilde(y1),Jtilde,M,
       -22.4612,         1.6902,         0.6557,         1.0000,         0.5563,         8.6140,         0.6832,         0.3805,         1.6902,  1465,
       -22.4597,         1.6896,         0.6563,         1.0000,         0.5563,         8.6099,         0.6826,         0.3805,         1.6896,  1465,
       -22.4583,         1.6890,         0.6569,         1.0000,         0.5562,         8.6057,         0.6821,         0.3805,         1.6890,  1465,
       -22.4568,         1.6884,         0.6575,         1.0000,         0.5561,         8.6016,         0.6815,         0.3805,         1.6884,  1465,
       -22.4554,         1.6878,         0.6582,         1.0000,         0.5560,         8.5974,         0.6810,         0.3805,         1.6878,  1465,
       -22.4539,         1.6872,         0.6588,         1.0000,         0.5560,         8.5932,         0.6804,         0.3805,         1.6872,  1465,
       -22.4525,         1.6866,         0.6594,         1.0000,         0.5559,         8.5890,         0.6799,         0.3802,         1.6866,  1466,
       -22.4510,         1.6860,         0.6600,         1.0000,         0.5558,         8.5848,         0.6793,         0.3802,         1.6860,  1466,
       -22.4495,         1.6853,         0.6606,         1.0000,         0.5558,         8.5806,         0.6788,         0.3802,         1.6853,  1466,
       -22.4481,         1.6847,         0.6612,         1.0000,         0.5557,         8.5764,         0.6782,         0.3802,         1.6847,  1466,
       -22.4466,         1.6841,         0.6618,         1.0000,         0.5556,         8.5722,         0.6776,         0.3802,         1.6841,  1466,
       -22.4452,         1.6835,         0.6625,         1.0000,         0.5556,         8.5680,         0.6771,         0.3802,         1.6835,  1466,
       -22.4437,         1.6829,         0.6631,         1.0000,         0.5555,         8.5638,         0.6765,         0.3802,         1.6829,  1466,
       -22.4423,         1.6823,         0.6637,         1.0000,         0.5554,         8.5596,         0.6760,         0.3799,         1.6823,  1467,
       -22.4408,         1.6816,         0.6643,         1.0000,         0.5554,         8.5553,         0.6754,         0.3799,         1.6816,  1467,
       -22.4393,         1.6810,         0.6649,         1.0000,         0.5553,         8.5511,         0.6749,         0.3799,         1.6810,  1467,
       -22.4379,         1.6804,         0.6656,         1.0000,         0.5552,         8.5468,         0.6743,         0.3799,         1.6804,  1467,
       -22.4364,         1.6798,         0.6662,         1.0000,         0.5551,         8.5425,         0.6738,         0.3799,         1.6798,  1467,
       -22.4350,         1.6791,         0.6668,         1.0000,         0.5551,         8.5383,         0.6732,         0.3799,         1.6791,  1467,
       -22.4335,         1.6785,         0.6674,         1.0000,         0.5550,         8.5340,         0.6727,         0.3796,         1.6785,  1468,
       -22.4321,         1.6779,         0.6681,         1.0000,         0.5549,         8.5297,         0.6721,         0.3796,         1.6779,  1468,
       -22.4306,         1.6773,         0.6687,         1.0000,         0.5549,         8.5254,         0.6716,         0.3796,         1.6773,  1468,
       -22.4291,         1.6766,         0.6693,         1.0000,         0.5548,         8.5211,         0.6710,         0.3796,         1.6766,  1468,
       -22.4277,         1.6760,         0.6700,         1.0000,         0.5547,         8.5168,         0.6705,         0.3796,         1.6760,  1468,
       -22.4262,         1.6754,         0.6706,         1.0000,         0.5546,         8.5125,         0.6699,         0.3796,         1.6754,  1468,
       -22.4248,         1.6747,         0.6712,         1.0000,         0.5546,         8.5081,         0.6693,         0.3784,         1.6747,  1472,
       -22.4233,         1.6741,         0.6719,         1.0000,         0.5545,         8.5038,         0.6688,         0.3784,         1.6741,  1472,
       -22.4219,         1.6734,         0.6725,         1.0000,         0.5544,         8.4995,         0.6682,         0.3784,         1.6734,  1472,
       -22.4204,         1.6728,         0.6731,         1.0000,         0.5544,         8.4951,         0.6677,         0.3784,         1.6728,  1472,
       -22.4189,         1.6722,         0.6738,         1.0000,         0.5543,         8.4908,         0.6671,         0.3784,         1.6722,  1472,
       -22.4175,         1.6715,         0.6711,         1.0000,         0.5542,         8.4864,         0.6666,         0.3780,         1.6715,  1473,
       -22.4160,         1.6709,         0.6717,         1.0000,         0.5541,         8.4821,         0.6660,         0.3780,         1.6709,  1473,
       -22.4146,         1.6703,         0.6724,         1.0000,         0.5541,         8.4777,         0.6655,         0.3780,         1.6703,  1473,
       -22.4131,         1.6696,         0.6730,         1.0000,         0.5540,         8.4734,         0.6649,         0.3780,         1.6696,  1473,
       -22.4117,         1.6690,         0.6736,         1.0000,         0.5539,         8.4690,         0.6644,         0.3780,         1.6690,  1473,
       -22.4102,         1.6683,         0.6743,         1.0000,         0.5538,         8.4647,         0.6638,         0.3780,         1.6683,  1473,
       -22.4087,         1.6677,         0.6749,         1.0000,         0.5538,         8.4603,         0.6633,         0.3777,         1.6677,  1474,
       -22.4073,         1.6671,         0.6756,         1.0000,         0.5537,         8.4559,         0.6627,         0.3777,         1.6671,  1474,
       -22.4058,         1.6664,         0.6729,         1.0000,         0.5536,         8.4515,         0.6622,         0.3777,         1.6664,  1474,
       -22.4044,         1.6658,         0.6735,         1.0000,         0.5536,         8.4472,         0.6616,         0.3777,         1.6658,  1474,
       -22.4029,         1.6651,         0.6742,         1.0000,         0.5535,         8.4428,         0.6611,         0.3777,         1.6651,  1474,
       -22.4015,         1.6645,         0.6748,         1.0000,         0.5534,         8.4385,         0.6605,         0.3777,         1.6645,  1474,
       -22.4000,         1.6639,         0.6754,         1.0000,         0.5533,         8.4341,         0.6600,         0.3777,         1.6639,  1474,
       -22.3985,         1.6632,         0.6761,         1.0000,         0.5533,         8.4297,         0.6594,         0.3774,         1.6632,  1475,
       -22.3971,         1.6626,         0.6767,         1.0000,         0.5532,         8.4253,         0.6589,         0.3774,         1.6626,  1475,
       -22.3956,         1.6619,         0.6774,         1.0000,         0.5531,         8.4209,         0.6583,         0.3774,         1.6619,  1475,
       -22.3942,         1.6613,         0.6780,         1.0000,         0.5530,         8.4165,         0.6578,         0.3774,         1.6613,  1475,
       -22.3927,         1.6606,         0.6787,         1.0000,         0.5530,         8.4121,         0.6572,         0.3774,         1.6606,  1475,
       -22.3913,         1.6600,         0.6793,         1.0000,         0.5529,         8.4076,         0.6567,         0.3774,         1.6600,  1475,
       -22.3898,         1.6593,         0.6800,         1.0000,         0.5528,         8.4032,         0.6561,         0.3774,         1.6593,  1475,
       -22.3883,         1.6587,         0.6772,         1.0000,         0.5527,         8.3988,         0.6556,         0.3771,         1.6587,  1476,
       -22.3869,         1.6580,         0.6779,         1.0000,         0.5527,         8.3944,         0.6550,         0.3771,         1.6580,  1476,
       -22.3854,         1.6574,         0.6785,         1.0000,         0.5526,         8.3900,         0.6545,         0.3771,         1.6574,  1476,
       -22.3840,         1.6567,         0.6792,         1.0000,         0.5525,         8.3856,         0.6539,         0.3771,         1.6567,  1476,
       -22.3825,         1.6561,         0.6660,         1.0000,         0.5524,         8.3813,         0.6534,         0.3771,         1.6561,  1476,
       -22.3811,         1.6555,         0.6666,         1.0000,         0.5524,         8.3770,         0.6528,         0.3771,         1.6555,  1476,
       -22.3796,         1.6549,         0.6672,         1.0000,         0.5523,         8.3727,         0.6523,         0.3768,         1.6549,  1477,
       -22.3781,         1.6542,         0.6679,         1.0000,         0.5522,         8.3685,         0.6517,         0.3768,         1.6542,  1477,
       -22.3767,         1.6536,         0.6685,         1.0000,         0.5522,         8.3642,         0.6512,         0.3768,         1.6536,  1477,
       -22.3752,         1.6530,         0.6653,         1.0000,         0.5521,         8.3599,         0.6506,         0.3768,         1.6530,  1477,
       -22.3738,         1.6523,         0.6659,         1.0000,         0.5520,         8.3557,         0.6501,         0.3768,         1.6523,  1477,
       -22.3723,         1.6517,         0.6666,         1.0000,         0.5519,         8.3514,         0.6495,         0.3768,         1.6517,  1477,
       -22.3709,         1.6511,         0.6672,         1.0000,         0.5519,         8.3471,         0.6490,         0.3768,         1.6511,  1477,
       -22.3694,         1.6505,         0.6678,         1.0000,         0.5518,         8.3429,         0.6484,         0.3765,         1.6505,  1478,
